,Chapter,Subchapter,ProblemID,Due_date
49,5,5.11,5282cb5a4d78473ba57e955bec4b27ec,2017-10-31
50,5,5.11,c8a12c0ea1364802b364b90914e5104a,2017-10-31
51,5,5.12,3d96ee9d968646c187a88b063f293aef,2017-10-31
52,5,5.12,c030de5a9a444edbbdfebec57da46597,2017-10-31
53,5,5.13,56f37b40be8a4048929749f403351968,2017-10-31
54,5,5.13,1fefa94df30d4287b587f10344dc48e5,2017-10-31
55,5,5.14,a076348ce77c4137b9bb54a53362c73c,2017-10-31
56,5,5.15,2190c9a4069441dd846635f76b61219a,2017-10-31
57,5,5.15,5cc5191d0e7049f4b4ecc3e90822c293,2017-10-31
58,6,6.1,82299e37bae4492d8d595b683e10d392,2017-11-07
59,6,6.2,897d7b33220840b598d7815efc8ca0e7,2017-11-07
60,6,6.3,c79d206e3214424a8db0f6de48536c59,2017-11-07
61,6,6.4,c05fd6e0a9da4d7090807e215d059b12,2017-11-07
62,6,6.5,8bf2875e11fe4cda917aa52ac83d4bc0,2017-11-07
63,6,6.6,b34f1ea2ac2943f4a507bfcafdf4f1fe,2017-11-07
64,6,6.6,2196f5a5ef0746e1a1bd60d3a37a7308,2017-11-07
65,6,6.7,0e9e93d7015b4a8bbcb0ce35b3f1fc43,2017-11-07
66,6,6.8,aa73980a767b4a48a25ae755857df6d5,2017-11-07
67,7,7.1,92148ceba9784c738767eff015acf7ea,2017-11-14
68,7,7.2,636a673c44fa4749b23a52b41124c735,2017-11-14
69,7,7.3,f84d7f49fdcf4adeaead7c9807a6e12e,2017-11-14
70,7,7.4,2f3f7ba649004f7b98514637b1fe2476,2017-11-14
71,7,7.4,cd90ae9c970b45729bf517ab6464b3c5,2017-11-14
72,7,7.4,052de01f3500482fb78035361f106097,2017-11-14
73,7,7.4,41c0afed7c7b4063bcd1484e8268ea65,2017-11-14
74,7,7.5,615192e453434adcaf2f869dfe60f2ff,2017-11-14
75,7,7.6,93bb2a4f280440c891a1b7eb2600c1f4,2017-11-14
76,7,7.7,a1896dd7f2a645a690f30ea466fc780a,2017-11-14
77,3,3.3,547c84a327364fd6962db05e72a956c0,2018-10-16
78,3,3.3,b89f8e65d650463eb5181bc7efa9685b,2018-10-16
79,3,3.4,1d3c0a16284c4ebea425284ac1243a2d,2018-10-16
80,3,3.6,ba249115be94447ea5c09f0b1884578d,2018-10-16
81,3,3.6,fa7099d067104fcd8d104fa8aebfa1c3,2018-10-16
82,3,3.8,e27d65cb2e064fa78e881c0b0a8fec50,2018-10-18
83,3,3.8,4d34ff6e5c88407fa66420228be1fcdd,2018-10-18
84,3,3.9,64fafd8b91994a4787439e5c838b07ff,2018-10-18
85,4,4.0,f56043ac4efc42dd98121531f6f02eff,2018-10-23
86,4,4.0,271131555dd945bb9cdf984d7a1f3b07,2018-10-23
87,4,4.1,60c00d7ca5dc4ad7a123a37b8cf7d694,2018-10-23
88,4,4.1,d02313703a4b4c1ea1523690556a9c2b,2018-10-23
89,4,4.2,302c827081594dfe8dcc33ce543d1dc8,2018-10-23
90,4,4.3,234eb53e4dc54e36864230d10c86af05,2018-10-23
91,4,4.4,15be92eac6334daf96d23cf0b7f8ffda,2018-10-23
92,4,4.4,de2c6d1d705e45aeb24c7aae4163069d,2018-10-23
93,4,4.4,91fa36cbc1784ca4b60699d7741ccb5f,2018-10-23
94,4,4.5,bf74d6c84b224f74b97d376782b6a4a9,2018-10-23
95,4,4.6,73ed477e9e204207a2b2e4fe3e9a90ca,2018-10-23
96,4,4.6,36819f4b9b7b49859b08b1230ba2de33,2018-10-23
97,6,6.9,1d5df58214374b80974bf8776313e3fc,2018-11-15
98,6,6.9,976cc90ca18545bd88e26423a991f5c5,2018-11-15
99,6,6.9,fd88c2d656904e7ab0d8eaba8f7bae6d,2018-11-15
100,6,6.9,05da88dd254448ffbcd71948d238e620,2018-11-15
101,4,4.7,5b55680983c646ea992bbf2a63cbaf2a,2018-10-25
102,4,4.8,d78a87b4322a473d8f907ccc96b7dadf,2018-10-25
103,4,4.9,b3d090f7ad93424c9ed5b88935fa1b88,2018-10-25
104,4,4.9,baeb3c03878f43f59d932f594afab000,2018-10-25
105,5,5.1,874bdceffea44b7693b9d2140171d756,2018-10-30
106,5,5.2,7722e7fc4ab94d2d869d89a4f8930cd5,2018-10-30
107,5,5.3,9da8875099064d7d835a98c004b3aead,2018-10-30
108,5,5.3,984ed5aea9e143dc9d27e32d6df68acd,2018-10-30
109,5,5.4,17afd02ef2814e7799478e07f6a0b649,2018-10-30
110,5,5.5,4787b3e1c2d84c8eb5aa86b443bf435d,2018-10-30
111,5,5.5,095186b3538a456aa00261731e4e03f6,2018-10-30
112,5,5.5,b509f22c71ea49bc86cf8bc7f83d04a5,2018-10-30
113,5,5.6,5fa856a4aeef4622ba4291b620ea1ed9,2018-10-31
114,5,5.7,a8319b211f4b43fd848241e3fc3d3d31,2018-10-31
115,5,5.7,0aa69a7cb9bd4d729ae369cf3431bcd5,2018-10-31
116,5,5.7,1810d282105d4c04b2827443f06f7aa8,2018-10-31
117,5,5.7,dbd503ac9b9f4c59bf21eb30515fbf1d,2018-10-31
118,5,5.8,8e8cdc04530a41a09962ad2e65be29c8,2018-10-31
119,5,5.8,cb102be3870048a390a1fb842980b89d,2018-10-31
120,5,5.8,1367fb0cfdca4d528c88217a1aa36948,2018-10-31
121,5,5.9,079510d3d45649b0a2e4c8e583bd6d89,2018-10-31
122,5,5.1,2dd2ff4195fd41289a80cf7694652cde,2018-11-05
123,5,5.1,46f1ec7dc4324ca2b88da7efdc0dd96d,2018-11-05
124,5,5.1,446533a1a5c24ea2ac5a4f01a8e3ecc5,2018-11-05
125,5,5.1,8a4f1c65659f416e92eba69a065feefd,2018-11-05
126,5,5.11,5282cb5a4d78473ba57e955bec4b27ec,2018-11-05
127,5,5.11,c8a12c0ea1364802b364b90914e5104a,2018-11-05
128,5,5.12,3d96ee9d968646c187a88b063f293aef,2018-11-05
129,5,5.12,c030de5a9a444edbbdfebec57da46597,2018-11-05
130,5,5.13,56f37b40be8a4048929749f403351968,2018-11-05
131,5,5.13,1fefa94df30d4287b587f10344dc48e5,2018-11-05
132,5,5.14,a076348ce77c4137b9bb54a53362c73c,2018-11-05
133,5,5.15,2190c9a4069441dd846635f76b61219a,2018-11-05
134,5,5.15,5cc5191d0e7049f4b4ecc3e90822c293,2018-11-05
135,6,6.1,82299e37bae4492d8d595b683e10d392,2018-11-13
136,6,6.2,897d7b33220840b598d7815efc8ca0e7,2018-11-13
137,6,6.3,c79d206e3214424a8db0f6de48536c59,2018-11-13
138,6,6.4,c05fd6e0a9da4d7090807e215d059b12,2018-11-13
139,6,6.5,8bf2875e11fe4cda917aa52ac83d4bc0,2018-11-13
140,6,6.6,b34f1ea2ac2943f4a507bfcafdf4f1fe,2018-11-15
141,6,6.6,2196f5a5ef0746e1a1bd60d3a37a7308,2018-11-15
142,6,6.7,0e9e93d7015b4a8bbcb0ce35b3f1fc43,2018-11-15
143,6,6.8,aa73980a767b4a48a25ae755857df6d5,2018-11-15
144,6,6.1,268c1df16bfd42e6926bde1580be4125,2018-11-15
145,7,7.1,92148ceba9784c738767eff015acf7ea,2018-11-20
146,7,7.2,636a673c44fa4749b23a52b41124c735,2018-11-20
147,7,7.3,f84d7f49fdcf4adeaead7c9807a6e12e,2018-11-20
148,7,7.4,2f3f7ba649004f7b98514637b1fe2476,2018-11-20
149,7,7.4,cd90ae9c970b45729bf517ab6464b3c5,2018-11-20
150,7,7.4,052de01f3500482fb78035361f106097,2018-11-20
151,7,7.4,41c0afed7c7b4063bcd1484e8268ea65,2018-11-20
152,7,7.5,615192e453434adcaf2f869dfe60f2ff,2018-11-20
153,7,7.6,93bb2a4f280440c891a1b7eb2600c1f4,2018-11-22
154,7,7.7,a1896dd7f2a645a690f30ea466fc780a,2018-11-22
155,8,8.1,fe511cf60a58494b895c4c25b181300b,2018-11-27
156,8,8.1,8db2b17814bf435e9917719507b341f5,2018-11-27
157,8,8.1,efec090c4f864708bb9bd5c9de78df12,2018-11-27
158,8,8.2,dbfa4270bd7b404793ba517f4bf314be,2018-11-27
159,8,8.2,68cc7267cf864108a3fad36085b1b4b1,2018-11-27
160,8,8.3,122cff271fb24783abdb04d65e88b68f,2018-11-27
161,8,8.3,39606fb982144a55875e5670ba2df92f,2018-11-27
162,8,8.4,4f6e4d618eff4592b622eb52950c49bf,2018-11-27
163,8,8.4,362a7fb90de342c39410a5633420a61b,2018-11-27
164,8,8.5,22d8928ddff94ce2ab6070154b52f073,2018-11-27
165,8,8.6,cf5b7b3955ec462486f318871b43c81f,2018-11-29
166,8,8.7,64c6acb2d0de44adbc22821e1c822543,2018-11-29
167,8,8.7,87832dd2978e47c784a3fab5f11f1578,2018-11-29
168,8,8.8,674580edee104d609f742427499e8a2e,2018-11-29
169,8,8.9,9103497dd5df410e913999417392fb6e,2018-12-04
170,8,8.1,dbaaabb2d0934e069bdf314e96147d33,2018-12-04
171,8,8.11,3e1740e5a0e242f1bb4653bf9ec0a91f,2018-12-04
172,9,9.1,c6a66e917ad64feaa4158fe9593c028c,2018-12-06
173,9,9.1,152ab6f8934644638cc914ed4aa7a221,2018-12-06
174,9,9.2,8ddb1b1004c043f0bdc50b2c78a9685c,2018-12-06
175,9,9.2,2a529861981d4d8c9f457fa6f32e7b6c,2018-12-06
176,9,9.2,3ea09266b0cb4408b065510b58ef7845,2018-12-06
177,9,9.2,946d52a3782d4fab966428605b30f5b8,2018-12-06
178,9,9.2,c0c1e6fa794a4696a55845b7dfa7243f,2018-12-06
179,9,9.3,db9819c5ad46488e94dc67e9af56a4ae,2018-12-06
180,9,9.3,8262e56be0364589a4612606807fe9c9,2018-12-06
181,9,9.3,2bad92eebeb9408081b088e7a71abaff,2018-12-06
182,9,9.4,0ae3d0ef4a1a422ebea06589357cb953,2018-12-06
183,9,9.4,ba50b9211ac54c3788e10d2843180410,2018-12-06
184,9,9.5,b3b70df527aa4296aaac719ea7e9abdc,2018-12-11
185,9,9.5,b31684ee6a684d12ba0f4afc51fe0ca4,2018-12-11
186,9,9.5,feb02ad92a5243b984ca9918a3855cf0,2018-12-11
187,9,9.5,dd8c0f8082634112b222e6ff25d7a42d,2018-12-11
188,9,9.5,9562d9a7266746608bff94e295943d97,2018-12-11
189,9,9.6,daa018531e184815bf4e2f333388006b,2018-12-11
190,9,9.6,74958e26c5b7452bbc5c2d8f9044e73e,2018-12-11
191,9,9.7,9e94ecad976a4a94ae06d659f56ef2c0,2018-12-11
192,9,9.7,392c80aac321456583c1b2ad382cb819,2018-12-11
193,9,9.8,0ce7caf172cb439f8a8446d60dab25e7,2018-12-13
194,9,9.8,cfc00d455b64424c84371c49b9fb3a91,2018-12-13
195,9,9.8,95e0c0b58527451d935cd0ed90a221b9,2018-12-13
196,9,9.9,ceff3f1624414c488ad3d5851495b238,2018-12-13
197,9,9.1,4f755476dba44643aa2f6f0b3bc8e8aa,2018-12-13
198,9,9.1,3373a2441505465ebe3ad74290315919,2018-12-13
199,9,9.11,e26a1d294c1b4d5d8fc22cfdf5228054,2018-12-13
200,9,9.12,f0400b8a884b41a38d699631bdf1bd2b,2018-12-13
201,10,10.1,57095c49323a4877b6f3889bbc7db5b5,2018-12-18
202,10,10.1,459fe90c293c443b9380e03c5a926b3a,2018-12-18
203,10,10.1,8d2da71851b445bf8b535597c085961d,2018-12-18
204,10,10.1,e9c41a75a5f9437e96ef1aebba38f2b4,2018-12-18
205,10,10.2,a2b4ff10625e41a78e06186e51eb18cc,2018-12-18
206,10,10.2,aa95d1e96ed342f2935ba4ff10313201,2018-12-18
207,10,10.2,efbe744d6754425c8f5f9d4330498895,2018-12-18
208,10,10.2,d0a215cfe87041a2ab8a6ec19c3da900,2018-12-18
209,10,10.2,411a15d047b64b3298b882e3d65f0bd0,2018-12-18
210,10,10.3,6d6d0c7ff79f49e7803d78998647dc0f,2018-12-18
211,10,10.3,9814261d84c040378410705258299af9,2018-12-18
212,10,10.3,082ea90b286c47d09aa35ba35f499ff8,2018-12-18
213,10,10.4,b9faa3a3b85748688eab85b28ae4c775,2018-12-18
214,10,10.4,6ef61950cc13456bb9c7c67a8b19fb00,2018-12-18
215,10,10.4,ea8c5a0e3e314645a3e5b6082fd41695,2018-12-18
216,10,10.5,54a7a7f5ce1a49d98d53960fbbe02dcf,2018-12-18
217,10,10.6,1673ac2ab7e2402ab82cad43d40b96af,2018-12-18
